User ID,Route ID,Bike Region ID,Payment Plan,Start Hub,Start Area,Start Special Area,Start Latitude,Start Longitude,Start Date,Start Time,End Hub,End Area,End Special Area,End Latitude,End Longitude,End Date,End Time,Member Type,Trip Type,Bike ID,Bike Name,Distance [Miles],Duration,Rental Access Path,Multiple Rental,Ride cost,Fees,Bonuses,Total cost
768248,6623456,,PAY AS YOU GO,,Relay System,,33.78290333333333,-84.38389,2018-05-01,00:01,TECH SQUARE ,Relay System,,33.77688666666667,-84.38900833333334,2018-05-01,00:09,User,,12406,2780,0.84,00:08:10,keypad,false,0.0,0.0,0.0,0.0
721957,6623457,,PAY AS YOU GO,,Relay System,,33.78452333333333,-84.38268833333333,2018-05-01,00:01,TECH SQUARE ,Relay System,,33.776851666666666,-84.38899333333333,2018-05-01,00:09,User,,12368,1039,0.89,00:07:33,keypad,false,0.0,0.0,0.0,0.0
796589,6623516,,STUDENT PASS SUBSCRIPTION,,Relay System,,33.75430166666666,-84.37333333333333,2018-05-01,00:14,EDGEWOOD & EASTSIDE BELTLINE,Relay System,,33.754285,-84.36537166666666,2018-05-01,00:20,User,,12549,2823,0.5,00:06:25,keypad,false,0.0,0.0,0.0,0.0
336702,6623980,,STUDENT PASS SUBSCRIPTION,,,,33.77279333333333,-84.397195,2018-05-01,01:59,GEORGIA TECH - WEST CAMPUS HOUSING ,Relay System,,33.77870333333333,-84.40453,2018-05-01,02:06,User,,17128,1319*,0.88,00:06:55,keypad,false,0.0,0.0,0.0,0.0
344736,6625731,,ANNUAL PASS,PARK & MEMORIAL,Relay System,,33.74657333333333,-84.36961166666667,2018-05-01,06:41,MARTA - GARNETT,Relay System,,33.749725,-84.394865,2018-05-01,06:55,User,,10903,2624,1.81,00:13:25,keypad,false,0.0,0.0,0.0,0.0
680040,6625770,,THE COCA-COLA COMPANY,MARTA - FIVE POINTS ,Relay System,,33.75342666666667,-84.39083833333333,2018-05-01,06:46,THE COCA-COLA COMPANY,Relay System,,33.769641666666665,-84.39616333333333,2018-05-01,06:54,User,,10849,2636,1.32,00:08:03,keypad,false,0.0,0.0,0.0,0.0
394003,6626116,,ANNUAL PASS,MARTA - INMAN PARK ,Relay System,,33.75742833333334,-84.353805,2018-05-01,07:25,HARDY IVY PARK,Relay System,,33.76274,-84.38743666666667,2018-05-01,07:46,User,,10871,2657,2.35,00:21:49,keypad,false,0.0,0.0,0.0,0.0
651659,6626220,,STUDENT PASS SUBSCRIPTION,CENTRAL PARK,Relay System,,33.768348333333336,-84.37755833333334,2018-05-01,07:37,GEORGIA TECH - TRANSIT HUB,Relay System,,33.772668333333336,-84.397255,2018-05-01,07:47,User,,10812,2680,1.37,00:10:51,keypad,false,0.0,0.0,0.0,0.0
460652,6626247,,STUDENT PASS SUBSCRIPTION,OUTWRIGHT STATION,Relay System,,33.78171,-84.37925333333334,2018-05-01,07:39,HARDY IVY PARK,Relay System,,33.76269333333333,-84.38742166666667,2018-05-01,07:59,User,,12640,2891,1.62,00:19:51,keypad,false,0.0,0.0,0.0,0.0
651659,6626389,,STUDENT PASS SUBSCRIPTION,GEORGIA TECH - TRANSIT HUB,Relay System,,33.772648333333336,-84.39732166666667,2018-05-01,07:51,GEORGIA TECH - CRC,Relay System,,33.77555666666667,-84.40247,2018-05-01,07:54,User,,10812,2680,0.42,00:02:41,keypad,false,0.0,0.0,0.0,0.0
