User ID,Route ID,Payment Plan,Start Hub,Start Area,Start Latitude,Start Longitude,Start Date,Start Time,End Hub,End Area,End Latitude,End Longitude,End Date,End Time,Member Type,Trip Type,Bike ID,Bike Name,Distance [Miles],Duration,Rental Access Path,Multiple Rental,Ride cost,Fees,Bonuses,Total cost
538140,5037423,STUDENT PASS SUBSCRIPTION,GEORGIA TECH - TRANSIT HUB,Relay System,33.772733333333335,-84.39722166666667,2017-11-01,00:15,TECH PARKWAY,Relay System,33.777503333333335,-84.40765333333333,2017-11-01,00:21,User,,10845,2699,0.74,00:05:51,keypad,false,0.0,0.0,0.0,0.0
219073,5037532,Atlanta Bike Tour Company Discount,RANDOLPH & EDGEWOOD,Relay System,33.754515,-84.36816333333333,2017-11-01,00:59,MARTA - FIVE POINTS ,Relay System,33.753475,-84.39078666666667,2017-11-01,01:08,User,,12507,2773,1.38,00:09:00,keypad,false,0.81,0.0,0.0,0.81
280012,5037693,Bike Share Champions,,Relay System,33.751236666666664,-84.38625666666667,2017-11-01,02:28,,Relay System,33.74899666666666,-84.42385333333333,2017-11-01,03:08,User,,13176,2959*,3.26,00:39:29,keypad,false,0.0,0.0,0.0,0.0
347010,5037745,ANNUAL PASS,RANDOLPH & EDGEWOOD,Relay System,33.754486666666665,-84.368055,2017-11-01,03:00,RANDOLPH & EDGEWOOD,Relay System,33.754486666666665,-84.368055,2017-11-01,03:01,User,,12427,1002,0.0,00:00:56,keypad,false,0.0,0.0,0.0,0.0
347010,5037753,ANNUAL PASS,RANDOLPH & EDGEWOOD,Relay System,33.754466666666666,-84.368075,2017-11-01,03:04,OUTWRIGHT STATION,Relay System,33.78176666666667,-84.37909666666667,2017-11-01,03:18,User,,15579,2999,2.85,00:14:31,keypad,false,0.0,0.0,0.0,0.0
281476,5038180,,GEORGIA TECH - WEST CAMPUS HOUSING ,Relay System,33.778668333333336,-84.40462,2017-11-01,06:13,GEORGIA TECH - WEST CAMPUS HOUSING ,Relay System,33.77863,-84.40455666666666,2017-11-01,06:13,Admin,,12494,2704,0.0,00:00:14,keypad_rfid_card,false,0.0,0.0,0.0,0.0
154153,5038254,MONTHLY PASS SUBSCRIPTION,GREENWOOD AVE BELTLINE,Relay System,33.77679,-84.36512666666667,2017-11-01,06:41,MARTA - MIDTOWN  (NORTH),Relay System,33.78154333333333,-84.38622,2017-11-01,06:52,User,,12648,2820,1.45,00:11:03,keypad,false,0.0,0.0,0.0,0.0
176759,5038271,ANNUAL PASS,HISTORIC FOURTH WARD PARK,Relay System,33.770786666666666,-84.3656,2017-11-01,06:48,FEDERAL RESERVE BANK OF ATLANTA,Relay System,33.783161666666665,-84.38430666666666,2017-11-01,07:05,User,,11749,2746,1.93,00:16:48,mobile,false,0.0,0.0,0.0,0.0
473630,5038279,City of Atlanta Employee Pass,MARTA - GARNETT,Relay System,33.74975666666667,-84.39487166666666,2017-11-01,06:49,CITY HALL,Relay System,33.748396666666665,-84.39092666666667,2017-11-01,06:52,User,,11726,2723,0.3,00:03:05,keypad,false,0.0,0.0,0.0,0.0
535147,5038294,SNAP PASS SUBSCRIPTION,MARTA - WEST END ,Relay System,33.73708,-84.413715,2017-11-01,06:52,WEST END STATION,Relay System,33.737966666666665,-84.41750666666667,2017-11-01,06:54,User,,11766,2573,0.26,00:02:01,keypad,false,0.0,0.0,0.0,0.0
569659,5038308,,TECH SQUARE ,Relay System,33.776763333333335,-84.38907,2017-11-01,06:57,TECH SQUARE ,Relay System,33.776736666666665,-84.389075,2017-11-01,06:57,Admin,,12361,1032,0.0,00:00:13,keypad_rfid_card,false,0.0,0.0,0.0,0.0
344718,5038341,ANNUAL PASS,,Relay System,33.746395,-84.36927166666666,2017-11-01,07:10,GSU MARTA,Relay System,33.75087,-84.385775,2017-11-01,07:18,User,,10850,2637,1.33,00:08:15,keypad,false,0.0,0.0,-1.0,-1.0
344736,5038342,ANNUAL PASS,PARK & MEMORIAL,Relay System,33.74650166666667,-84.36951,2017-11-01,07:10,GSU MARTA,Relay System,33.75086,-84.38581666666667,2017-11-01,07:18,User,,12687,2915,1.33,00:08:12,keypad,false,0.0,0.0,0.0,0.0
489663,5038373,MONTHLY PASS SUBSCRIPTION,,,33.775463333333335,-84.359,2017-11-01,07:20,GEORGIA TECH - CLOUGH BUILDING,Relay System,33.77527166666667,-84.39623833333333,2017-11-01,07:36,User,,12618,2884,2.92,00:16:07,mobile,false,0.0,0.0,0.0,0.0
461561,5038385,STUDENT PASS SUBSCRIPTION,ATKINS PARK,Relay System,33.775373333333334,-84.353305,2017-11-01,07:22,GSU ARTS & HUMANITIES BLDG,Relay System,33.75420833333333,-84.386355,2017-11-01,07:56,User,,10902,2623,3.6,00:34:24,keypad,false,0.0,0.0,0.0,0.0
489125,5038407,STUDENT PASS SUBSCRIPTION,KING OF POPS,Relay System,33.76369833333333,-84.35891,2017-11-01,07:31,TECH SQUARE ,Relay System,33.77693166666667,-84.38898,2017-11-01,07:50,User,,12475,2706,2.93,00:18:59,keypad,false,0.0,0.0,0.0,0.0
388885,5038420,ANNUAL PASS,HISTORIC FOURTH WARD PARK,Relay System,33.770825,-84.36548166666667,2017-11-01,07:35,PIEDMONT PARK WEST,Relay System,33.78637166666667,-84.37793,2017-11-01,07:46,User,,13191,2960*,2.07,00:11:29,keypad,false,0.0,0.0,0.0,0.0
578420,5038442,MONTHLY PASS SUBSCRIPTION,STATE & 11TH,Relay System,33.783233333333335,-84.39895166666666,2017-11-01,07:40,14TH & HOWELL MILL,Relay System,33.785853333333336,-84.41080666666667,2017-11-01,07:50,User,,10862,2648,0.85,00:10:37,keypad,false,0.0,0.0,0.0,0.0
394003,5038443,ANNUAL PASS,MARTA - INMAN PARK ,Relay System,33.75738166666667,-84.35381166666667,2017-11-01,07:40,PEACHTREE CENTER MALL,Relay System,33.759935,-84.38586833333333,2017-11-01,08:01,User,,12644,2861,3.65,00:21:42,keypad,false,0.0,0.0,0.0,0.0
337135,5038462,ANNUAL PASS,HOME PARK,Relay System,33.781953333333334,-84.40441166666666,2017-11-01,07:42,CENTENNIAL OLYMPIC PARK,Relay System,33.760328333333334,-84.39472333333333,2017-11-01,07:57,User,,10903,2624,1.77,00:15:32,keypad,false,0.0,0.0,0.0,0.0
151316,5038467,STUDENT PASS SUBSCRIPTION,VIRTUAL HUB - ATLANTA BICYCLE COALITION,Relay System,33.752536666666664,-84.35817333333334,2017-11-01,07:43,GEORGIA TECH - CLOUGH BUILDING,Relay System,33.775243333333336,-84.39629,2017-11-01,08:04,User,,12476,2716,3.6,00:21:25,mobile,false,0.0,0.0,0.0,0.0
569659,5038516,,HISTORIC FOURTH WARD PARK,Relay System,33.77075333333333,-84.36549833333333,2017-11-01,07:51,CENTRAL PARK,Relay System,33.76839,-84.37767,2017-11-01,09:15,Admin,,10907,2628,7.08,01:24:21,keypad_rfid_card,false,0.0,0.0,0.0,0.0
484319,5038531,STUDENT PASS SUBSCRIPTION,GEORGIA TECH - BOBBY DODD STADIUM,Relay System,33.77149333333333,-84.391865,2017-11-01,07:53,GEORGIA TECH - CLOUGH BUILDING,Relay System,33.775286666666666,-84.39623166666667,2017-11-01,07:57,User,,12397,1013,0.52,00:03:37,keypad,false,0.0,0.0,0.0,0.0
574943,5038543,STUDENT PASS SUBSCRIPTION,,,33.778695,-84.40468,2017-11-01,07:55,GEORGIA TECH - CLOUGH BUILDING,Relay System,33.775243333333336,-84.39627166666666,2017-11-01,08:00,User,,12410,2785,0.65,00:04:57,keypad,false,0.0,0.0,0.0,0.0
139227,5038553,MONTHLY PASS SUBSCRIPTION,HISTORIC FOURTH WARD PARK,Relay System,33.77075333333333,-84.36548,2017-11-01,07:57,MARTA - ARTS CENTER ,Relay System,33.78946,-84.38658166666667,2017-11-01,08:18,User,,12653,2853,2.87,00:21:29,keypad,false,0.0,0.0,0.0,0.0
583873,5038599,PAY AS YOU GO,MARTA - INMAN PARK ,Relay System,33.757554999999996,-84.353755,2017-11-01,08:07,,Relay System,33.75832666666667,-84.359225,2017-11-01,08:10,User,,10883,2604,0.57,00:03:24,mobile,false,0.0,2.0,0.0,2.0
154453,5038633,PAY AS YOU GO hidden,NELSON ST BRIDGE,Relay System,33.75217333333333,-84.39788,2017-11-01,08:13,MARTA - FIVE POINTS ,Relay System,33.753508333333336,-84.390915,2017-11-01,08:19,User,,12703,2942,0.62,00:05:49,keypad,false,0.8,0.0,0.0,0.8
134322,5038663,City of Atlanta Employee Pass,MARTA - GARNETT,Relay System,33.74977166666667,-84.39484,2017-11-01,08:19,CITY HALL,Relay System,33.74839,-84.39088666666666,2017-11-01,08:24,User,,10908,2629,0.29,00:05:17,keypad,false,0.0,0.0,0.0,0.0
583873,5038668,PAY AS YOU GO,,Relay System,33.75844333333333,-84.35915666666666,2017-11-01,08:20,MARTA - INMAN PARK ,Relay System,33.75744,-84.35390833333334,2017-11-01,08:24,User,,10883,2604,0.61,00:04:40,keypad,false,0.0,0.0,-1.0,-1.0
553202,5038683,MONTHLY PASS SUBSCRIPTION,,Relay System,33.78729166666667,-84.38246166666667,2017-11-01,08:22,JUNIPER & 14TH ST,Relay System,33.78651,-84.38213166666667,2017-11-01,08:47,User,,12675,2819,3.09,00:25:01,keypad,false,0.0,0.0,-1.0,-1.0
543023,5038688,STUDENT PASS SUBSCRIPTION,TECH PARKWAY,Relay System,33.777498333333334,-84.40773833333333,2017-11-01,08:23,GEORGIA TECH - CLOUGH BUILDING,Relay System,33.77526833333334,-84.39625333333333,2017-11-01,08:28,User,,11721,2718,0.95,00:05:30,keypad_rfid_card,false,0.0,0.0,0.0,0.0
344718,5038718,ANNUAL PASS,GSU MARTA,Relay System,33.750863333333335,-84.38589666666667,2017-11-01,08:28,PARK & MEMORIAL,Relay System,33.74654,-84.369625,2017-11-01,08:37,User,,10850,2637,1.2,00:09:16,keypad,false,0.0,0.0,0.0,0.0
