User ID,Route ID,Bike Region ID,Payment Plan,Start Hub,Start Area,Start Special Area,Start Latitude,Start Longitude,Start Date,Start Time,End Hub,End Area,End Special Area,End Latitude,End Longitude,End Date,End Time,Member Type,Trip Type,Bike ID,Bike Name,Distance [Miles],Duration,Rental Access Path,Multiple Rental,Ride cost,Fees,Bonuses,Total cost
843470,7267796,,STUDENT PASS SUBSCRIPTION,GEORGIA TECH - WEST CAMPUS HOUSING ,Relay System,,33.77873,-84.404715,2018-06-01,00:10,GEORGIA TECH - WEST CAMPUS HOUSING ,Relay System,,33.778681666666664,-84.40459666666666,2018-06-01,00:30,User,,10833,2687,0.91,00:19:40,keypad,false,0.0,0.0,0.0,0.0
257486,7267951,,MONTHLY PASS SUBSCRIPTION,CHEROKEE & WOODWARD,Relay System,,33.745725,-84.373215,2018-06-01,00:29,GREENWOOD AVE BELTLINE,Relay System,,33.77675,-84.36519,2018-06-01,00:45,User,,13771,2991,2.82,00:15:36,mobile,false,0.0,0.0,0.0,0.0
487012,7270508,,THE COCA-COLA COMPANY,CENTENNIAL OLYMPIC PARK,Relay System,,33.76043,-84.39448,2018-06-01,06:17,MARTA - ARTS CENTER ,Relay System,,33.789341666666665,-84.386605,2018-06-01,06:36,User,,12382,1026,2.39,00:18:58,keypad,false,0.0,0.0,0.0,0.0
678985,7270631,,SNAP PASS SUBSCRIPTION,PIEDMONT PARK WEST,Relay System,,33.78656333333333,-84.37791833333333,2018-06-01,06:30,PIEDMONT PARK WEST,Relay System,,33.786405,-84.37796833333333,2018-06-01,07:06,User,,10874,2660,5.96,00:35:27,keypad,false,0.0,0.0,0.0,0.0
560547,7270759,,ANNUAL PASS,GREENWOOD AVE BELTLINE,Relay System,,33.77672666666667,-84.365165,2018-06-01,06:46,MARTA - MIDTOWN  (NORTH),Relay System,,33.78160333333334,-84.386075,2018-06-01,06:59,User,,11783,2590,1.43,00:12:31,keypad,false,0.0,0.0,0.0,0.0
473630,7270809,,City of Atlanta Employee Pass,MARTA - GARNETT,Relay System,,33.750005,-84.3947,2018-06-01,06:53,CITY HALL,Relay System,,33.748405,-84.39096,2018-06-01,06:56,User,,12640,2891,0.25,00:03:21,keypad,false,0.0,0.0,0.0,0.0
195336,7270910,,PAY AS YOU GO hidden,KING OF POPS,Relay System,,33.763825,-84.35882166666667,2018-06-01,07:05,MARTA - INMAN PARK ,Relay System,,33.75745,-84.35389,2018-06-01,07:12,User,,10905,2626,0.62,00:06:25,keypad,false,0.0,0.0,0.0,0.0
358024,7271063,,STUDENT PASS SUBSCRIPTION,HOME PARK,Relay System,,33.782003333333336,-84.40433166666666,2018-06-01,07:20,MARTA - ARTS CENTER ,Relay System,,33.78939,-84.386595,2018-06-01,07:31,User,,12672,2815,1.9,00:10:59,keypad,false,0.0,0.0,0.0,0.0
834643,7271296,,STUDENT PASS SUBSCRIPTION,TECH SQUARE ,Relay System,,33.77681166666667,-84.389055,2018-06-01,07:42,THE COCA-COLA COMPANY,Relay System,,33.76974,-84.39630666666666,2018-06-01,07:53,User,,13190,2962*,0.9,00:11:40,mobile,false,0.0,0.0,0.0,0.0
673775,7271458,,ANNUAL PASS,INMAN PARK VILLAGE,Relay System,,33.761775,-84.35985166666667,2018-06-01,07:55,PIEDMONT PARK & EASTSIDE BELTLINE,Relay System,,33.78236,-84.369835,2018-06-01,08:05,User,,12429,2800,1.66,00:10:19,mobile,false,0.0,0.0,0.0,0.0
136965,7271478,,PAY AS YOU GO,GREENWOOD AVE BELTLINE,Relay System,,33.776783333333334,-84.365325,2018-06-01,07:57,INMAN PARK VILLAGE,Relay System,,33.761955,-84.360315,2018-06-01,08:04,User,,12507,2773,1.12,00:07:09,keypad,false,0.0,0.0,0.0,0.0
